postId,title,slug,pageUrl,postedAt,baseScore,voteCount,commentCount,finalReviewVoteScoreHighKarma,year
exznkk3Ha4matbAah,COVID China Personal Advice (No mRNA vax, possible hospital overload, bug-chasing edition),covid-china-personal-advice-no-mrna-vax-possible-hospital,https://www.lesswrong.com/posts/exznkk3Ha4matbAah/covid-china-personal-advice-no-mrna-vax-possible-hospital,2022-12-14T10:31:22.902Z,20,11,11,0,2022
ysDGYjmCXWmejhvja,Beyond a better world,beyond-a-better-world,https://www.lesswrong.com/posts/ysDGYjmCXWmejhvja/beyond-a-better-world,2022-12-14T10:18:26.810Z,14,9,7,0,2022
NqEmPZDSBgEpF8oHG,Proof as mere strong evidence,proof-as-mere-strong-evidence,https://www.lesswrong.com/posts/NqEmPZDSBgEpF8oHG/proof-as-mere-strong-evidence,2022-12-14T08:56:26.790Z,28,11,16,0,2022
NG6FrXgmqPd5Wn3mh,Trying to disambiguate different questions about whether RLHF is “good”,trying-to-disambiguate-different-questions-about-whether,https://www.lesswrong.com/posts/NG6FrXgmqPd5Wn3mh/trying-to-disambiguate-different-questions-about-whether,2022-12-14T04:03:27.081Z,106,45,47,0,2022
wWgYe5tqXSn9JCy2f,How can one literally buy time (from x-risk) with money?,how-can-one-literally-buy-time-from-x-risk-with-money,https://www.lesswrong.com/posts/wWgYe5tqXSn9JCy2f/how-can-one-literally-buy-time-from-x-risk-with-money,2022-12-13T19:24:06.225Z,24,13,3,0,2022
T98kdFL5bxBWSiE3N,Best introductory overviews of AGI safety?,best-introductory-overviews-of-agi-safety,https://www.lesswrong.com/posts/T98kdFL5bxBWSiE3N/best-introductory-overviews-of-agi-safety,2022-12-13T19:01:37.887Z,21,13,9,0,2022
mXKjuquNC8ivpiKWz,Applications open for AGI Safety Fundamentals: Alignment Course,applications-open-for-agi-safety-fundamentals-alignment-1,https://www.lesswrong.com/posts/mXKjuquNC8ivpiKWz/applications-open-for-agi-safety-fundamentals-alignment-1,2022-12-13T18:31:55.068Z,48,15,0,0,2022
edfYvh4cZLXHJ2joh,What Does It Mean to Align AI With Human Values?,what-does-it-mean-to-align-ai-with-human-values,https://www.lesswrong.com/posts/edfYvh4cZLXHJ2joh/what-does-it-mean-to-align-ai-with-human-values,2022-12-13T16:56:37.018Z,8,4,3,0,2022
6npSCaALdFaoeFx59,It Takes Two Paracetamol?,it-takes-two-paracetamol,https://www.lesswrong.com/posts/6npSCaALdFaoeFx59/it-takes-two-paracetamol,2022-12-13T16:29:35.012Z,33,17,10,0,2022
z6QQJbtpkEAX3Aojj,[Interim research report] Taking features out of superposition with sparse autoencoders,interim-research-report-taking-features-out-of-superposition,https://www.lesswrong.com/posts/z6QQJbtpkEAX3Aojj/interim-research-report-taking-features-out-of-superposition,2022-12-13T15:41:48.685Z,136,59,22,20.600000381469727,2022
u3SueTC44tgKFMMNs,Is the ChatGPT-simulated Linux virtual machine real?,is-the-chatgpt-simulated-linux-virtual-machine-real,https://www.lesswrong.com/posts/u3SueTC44tgKFMMNs/is-the-chatgpt-simulated-linux-virtual-machine-real,2022-12-13T15:41:39.368Z,18,10,7,0,2022
yKzyCw5EjabyZRkbJ,Existential AI Safety is NOT separate from near-term applications,existential-ai-safety-is-not-separate-from-near-term,https://www.lesswrong.com/posts/yKzyCw5EjabyZRkbJ/existential-ai-safety-is-not-separate-from-near-term,2022-12-13T14:47:07.120Z,37,25,17,0,2022
BQRijpbfRr5YAxx6R,What is the correlation between upvoting and benefit to readers of LW? ,what-is-the-correlation-between-upvoting-and-benefit-to,https://www.lesswrong.com/posts/BQRijpbfRr5YAxx6R/what-is-the-correlation-between-upvoting-and-benefit-to,2022-12-13T14:26:09.664Z,8,6,15,0,2022
Ck5ywHRHAjMmSoomy,Limits of Superintelligence,limits-of-superintelligence,https://www.lesswrong.com/posts/Ck5ywHRHAjMmSoomy/limits-of-superintelligence,2022-12-13T12:19:15.378Z,1,1,5,0,2022
zty9JsFjhLeHoqAbR,Bay 2022 Solstice,bay-2022-solstice,https://www.lesswrong.com/events/zty9JsFjhLeHoqAbR/bay-2022-solstice,2022-12-13T08:58:39.048Z,17,3,0,0,2022
dp3HHfpozpKvyWuHp,Last day to nominate things for the Review. Also, 2019 books still exist.,last-day-to-nominate-things-for-the-review-also-2019-books,https://www.lesswrong.com/posts/dp3HHfpozpKvyWuHp/last-day-to-nominate-things-for-the-review-also-2019-books,2022-12-13T08:53:21.114Z,15,5,0,0,2022
Hw26MrLuhGWH7kBLm,AI alignment is distinct from its near-term applications,ai-alignment-is-distinct-from-its-near-term-applications,https://www.lesswrong.com/posts/Hw26MrLuhGWH7kBLm/ai-alignment-is-distinct-from-its-near-term-applications,2022-12-13T07:10:04.407Z,253,116,21,0,2022
QujNmRy3uFyrkfqb7,Take 10: Fine-tuning with RLHF is aesthetically unsatisfying.,take-10-fine-tuning-with-rlhf-is-aesthetically-unsatisfying,https://www.lesswrong.com/posts/QujNmRy3uFyrkfqb7/take-10-fine-tuning-with-rlhf-is-aesthetically-unsatisfying,2022-12-13T07:04:35.686Z,37,12,3,0,2022
6omuuguhMLxFC3Sah,Are lawsuits against AGI companies extending AGI timelines?,are-lawsuits-against-agi-companies-extending-agi-timelines,https://www.lesswrong.com/posts/6omuuguhMLxFC3Sah/are-lawsuits-against-agi-companies-extending-agi-timelines,2022-12-13T06:00:31.504Z,1,1,1,0,2022
aZHwYq2N6Si23dzn9,EA & LW Forums Weekly Summary (5th Dec - 11th Dec 22'),ea-and-lw-forums-weekly-summary-5th-dec-11th-dec-22,https://www.lesswrong.com/posts/aZHwYq2N6Si23dzn9/ea-and-lw-forums-weekly-summary-5th-dec-11th-dec-22,2022-12-13T02:53:29.254Z,7,3,0,0,2022
gvm8WvLmazj2NdTPk,Alignment with argument-networks and assessment-predictions,alignment-with-argument-networks-and-assessment-predictions,https://www.lesswrong.com/posts/gvm8WvLmazj2NdTPk/alignment-with-argument-networks-and-assessment-predictions,2022-12-13T02:17:00.531Z,10,3,5,0,2022
Cvr723R7DmKcLiAzQ,Revisiting algorithmic progress,revisiting-algorithmic-progress,https://www.lesswrong.com/posts/Cvr723R7DmKcLiAzQ/revisiting-algorithmic-progress,2022-12-13T01:39:19.264Z,94,33,14,28.700000762939453,2022
BMghmAxYxeSdAteDc,An exploration of GPT-2's embedding weights,an-exploration-of-gpt-2-s-embedding-weights,https://www.lesswrong.com/posts/BMghmAxYxeSdAteDc/an-exploration-of-gpt-2-s-embedding-weights,2022-12-13T00:46:17.898Z,41,22,4,0,2022
Q37Ay82dfb3wnKjTr,12 career-related questions that may (or may not) be helpful for people interested in alignment research,12-career-related-questions-that-may-or-may-not-be-helpful,https://www.lesswrong.com/posts/Q37Ay82dfb3wnKjTr/12-career-related-questions-that-may-or-may-not-be-helpful,2022-12-12T22:36:21.936Z,20,14,0,0,2022
jjiDARiv4hybZXeXL,Concept extrapolation for hypothesis generation,concept-extrapolation-for-hypothesis-generation,https://www.lesswrong.com/posts/jjiDARiv4hybZXeXL/concept-extrapolation-for-hypothesis-generation,2022-12-12T22:09:46.545Z,20,12,2,0,2022
z2FQv2ejzBWRESLjk,Let’s go meta: Grammatical knowledge and self-referential sentences [ChatGPT],let-s-go-meta-grammatical-knowledge-and-self-referential,https://www.lesswrong.com/posts/z2FQv2ejzBWRESLjk/let-s-go-meta-grammatical-knowledge-and-self-referential,2022-12-12T21:50:31.809Z,5,3,0,0,2022
8h5yhnSD9biPxdJMi,D&D.Sci December 2022 Evaluation and Ruleset,d-and-d-sci-december-2022-evaluation-and-ruleset,https://www.lesswrong.com/posts/8h5yhnSD9biPxdJMi/d-and-d-sci-december-2022-evaluation-and-ruleset,2022-12-12T21:21:08.781Z,13,6,7,0,2022
fFYv6sBpPYwGwQ5uz,Log-odds are better than Probabilities,log-odds-are-better-than-probabilities,https://www.lesswrong.com/posts/fFYv6sBpPYwGwQ5uz/log-odds-are-better-than-probabilities,2022-12-12T20:10:29.968Z,22,9,4,0,2022
xuB4Q5cAxkZyGMa4T,Bengaluru LW/ACX Social Meetup - December 2022,bengaluru-lw-acx-social-meetup-december-2022,https://www.lesswrong.com/events/xuB4Q5cAxkZyGMa4T/bengaluru-lw-acx-social-meetup-december-2022,2022-12-12T19:30:47.569Z,4,2,0,0,2022
ddd3eBucFN3ZdbFzx,Psychological Disorders and Problems,psychological-disorders-and-problems,https://www.lesswrong.com/posts/ddd3eBucFN3ZdbFzx/psychological-disorders-and-problems,2022-12-12T18:15:49.333Z,39,22,6,0,2022
cpNCJhfDEDAYdGdkf,Confusing the goal and the path,confusing-the-goal-and-the-path,https://www.lesswrong.com/posts/cpNCJhfDEDAYdGdkf/confusing-the-goal-and-the-path,2022-12-12T16:42:40.508Z,44,20,7,0,2022
xqxXrAohXSD3akYCg,Meaningful things are those the universe possesses a semantics for,meaningful-things-are-those-the-universe-possesses-a,https://www.lesswrong.com/posts/xqxXrAohXSD3akYCg/meaningful-things-are-those-the-universe-possesses-a,2022-12-12T16:03:31.413Z,6,7,14,0,2022
HNJwteaxpRYfLaQt7,Tradeoffs in complexity, abstraction, and generality,tradeoffs-in-complexity-abstraction-and-generality,https://www.lesswrong.com/posts/HNJwteaxpRYfLaQt7/tradeoffs-in-complexity-abstraction-and-generality,2022-12-12T15:55:19.064Z,32,12,0,0,2022
jAjjJrmrc8i4b8fog,Green Line Extension Opening Dates,green-line-extension-opening-dates,https://www.lesswrong.com/posts/jAjjJrmrc8i4b8fog/green-line-extension-opening-dates,2022-12-12T14:40:03.429Z,12,5,0,0,2022
YdvLsNfmcKKhG8K3E,Join the AI Testing Hackathon this Friday,join-the-ai-testing-hackathon-this-friday,https://www.lesswrong.com/posts/YdvLsNfmcKKhG8K3E/join-the-ai-testing-hackathon-this-friday,2022-12-12T14:24:30.286Z,10,5,0,0,2022
bqRD6MS3yCdfM9wRe,Side-channels: input versus output,side-channels-input-versus-output,https://www.lesswrong.com/posts/bqRD6MS3yCdfM9wRe/side-channels-input-versus-output,2022-12-12T12:32:29.042Z,44,18,16,0,2022
6YNZt5xbBT5dJXknC,Take 9: No, RLHF/IDA/debate doesn't solve outer alignment.,take-9-no-rlhf-ida-debate-doesn-t-solve-outer-alignment,https://www.lesswrong.com/posts/6YNZt5xbBT5dJXknC/take-9-no-rlhf-ida-debate-doesn-t-solve-outer-alignment,2022-12-12T11:51:42.758Z,33,19,14,0,2022
pfHczpDuBpdefuRsk,Creating a database for base rates,creating-a-database-for-base-rates,https://www.lesswrong.com/posts/pfHczpDuBpdefuRsk/creating-a-database-for-base-rates,2022-12-12T10:09:15.778Z,2,1,1,0,2022
j3JiCimzuJKT8nm8a,Trivial GPT-3.5 limitation workaround,trivial-gpt-3-5-limitation-workaround,https://www.lesswrong.com/posts/j3JiCimzuJKT8nm8a/trivial-gpt-3-5-limitation-workaround,2022-12-12T08:42:49.104Z,5,9,4,0,2022
ysAf6RkDGLi7agFuH,Ponzi schemes can be highly profitable if your timing is good,ponzi-schemes-can-be-highly-profitable-if-your-timing-is,https://www.lesswrong.com/posts/ysAf6RkDGLi7agFuH/ponzi-schemes-can-be-highly-profitable-if-your-timing-is,2022-12-12T06:42:20.490Z,8,21,18,0,2022
nMnPJFC84HvfMxt7z,Prodding ChatGPT to solve a basic algebra problem,prodding-chatgpt-to-solve-a-basic-algebra-problem,https://www.lesswrong.com/posts/nMnPJFC84HvfMxt7z/prodding-chatgpt-to-solve-a-basic-algebra-problem,2022-12-12T04:09:42.105Z,14,3,6,0,2022
GKz7aKDwGWmoyNCbw,Wider Default Audio Player in Chrome?,wider-default-audio-player-in-chrome,https://www.lesswrong.com/posts/GKz7aKDwGWmoyNCbw/wider-default-audio-player-in-chrome,2022-12-12T03:30:03.657Z,11,3,2,0,2022
bPewMeJiGxNkNNfX2,A brainteaser for language models,a-brainteaser-for-language-models,https://www.lesswrong.com/posts/bPewMeJiGxNkNNfX2/a-brainteaser-for-language-models,2022-12-12T02:43:53.410Z,46,28,3,0,2022
qeRqmdadsdj8Frvyn,a rough sketch of formal aligned AI using QACI,a-rough-sketch-of-formal-aligned-ai-using-qaci,https://www.lesswrong.com/posts/qeRqmdadsdj8Frvyn/a-rough-sketch-of-formal-aligned-ai-using-qaci,2022-12-11T23:40:37.536Z,14,4,0,0,2022
cDFj427x9LzgsMKv4,Benchmarks for Comparing Human and AI Intelligence,benchmarks-for-comparing-human-and-ai-intelligence,https://www.lesswrong.com/posts/cDFj427x9LzgsMKv4/benchmarks-for-comparing-human-and-ai-intelligence,2022-12-11T22:06:30.723Z,8,4,4,0,2022
gbeyjALdjdoCGayc6,Reflections on the PIBBSS Fellowship 2022,reflections-on-the-pibbss-fellowship-2022,https://www.lesswrong.com/posts/gbeyjALdjdoCGayc6/reflections-on-the-pibbss-fellowship-2022,2022-12-11T21:53:19.690Z,32,17,0,0,2022
C3SRSfRojwCzaPW2b,A crisis for online communication: bots and bot users will overrun the Internet? ,a-crisis-for-online-communication-bots-and-bot-users-will,https://www.lesswrong.com/posts/C3SRSfRojwCzaPW2b/a-crisis-for-online-communication-bots-and-bot-users-will,2022-12-11T21:11:46.964Z,15,11,11,0,2022
PfcQguFpT8CDHcozj,Finite Factored Sets in Pictures,finite-factored-sets-in-pictures-6,https://www.lesswrong.com/posts/PfcQguFpT8CDHcozj/finite-factored-sets-in-pictures-6,2022-12-11T18:49:00.000Z,174,88,35,1,2022
KiWY2EK9fLyoAebFf,Formalization as suspension of intuition,formalization-as-suspension-of-intuition,https://www.lesswrong.com/posts/KiWY2EK9fLyoAebFf/formalization-as-suspension-of-intuition,2022-12-11T15:16:44.319Z,54,23,18,0,2022
Fxq93u3PLLWugYgHn,An argument on animal consciousness (soliciting criticism),an-argument-on-animal-consciousness-soliciting-criticism,https://www.lesswrong.com/posts/Fxq93u3PLLWugYgHn/an-argument-on-animal-consciousness-soliciting-criticism,2022-12-11T15:12:26.513Z,-3,2,2,0,2022
BcvApzDMB5vqiZwn2,ChatGPT's new novel rationality technique of fact checking,chatgpt-s-new-novel-rationality-technique-of-fact-checking,https://www.lesswrong.com/posts/BcvApzDMB5vqiZwn2/chatgpt-s-new-novel-rationality-technique-of-fact-checking,2022-12-11T13:54:08.337Z,-14,13,7,0,2022
xMQ7vwFACQX3gZouv,Reframing inner alignment,reframing-inner-alignment,https://www.lesswrong.com/posts/xMQ7vwFACQX3gZouv/reframing-inner-alignment,2022-12-11T13:53:23.195Z,53,19,13,0,2022
vRSLF84gC8HLqfFXf,A poem about applied rationality by ChatGPT,a-poem-about-applied-rationality-by-chatgpt,https://www.lesswrong.com/posts/vRSLF84gC8HLqfFXf/a-poem-about-applied-rationality-by-chatgpt,2022-12-11T13:43:53.820Z,4,8,0,0,2022
eroWz4j7tDiwbJDKu,ChatGPT goes through a wormhole hole in our Shandyesque universe [virtual wacky weed],chatgpt-goes-through-a-wormhole-hole-in-our-shandyesque,https://www.lesswrong.com/posts/eroWz4j7tDiwbJDKu/chatgpt-goes-through-a-wormhole-hole-in-our-shandyesque,2022-12-11T11:59:15.635Z,-1,5,2,0,2022
pEdaa2ACg9tiRcinh,Using Obsidian if you're used to using Roam,using-obsidian-if-you-re-used-to-using-roam,https://www.lesswrong.com/posts/pEdaa2ACg9tiRcinh/using-obsidian-if-you-re-used-to-using-roam,2022-12-11T08:59:57.848Z,19,10,4,0,2022
zezmMfc6P3wpM3o4t,[fiction] Our Final Hour,fiction-our-final-hour,https://www.lesswrong.com/posts/zezmMfc6P3wpM3o4t/fiction-our-final-hour,2022-12-11T05:49:01.489Z,17,23,5,0,2022
2shKBroTQKvuLzvAX,Consider using reversible automata for alignment research,consider-using-reversible-automata-for-alignment-research,https://www.lesswrong.com/posts/2shKBroTQKvuLzvAX/consider-using-reversible-automata-for-alignment-research,2022-12-11T01:00:24.223Z,88,42,30,0,2022
h98SAc9oL5HYqwATi,High level discourse structure in ChatGPT: Part 2 [Quasi-symbolic?],high-level-discourse-structure-in-chatgpt-part-2-quasi,https://www.lesswrong.com/posts/h98SAc9oL5HYqwATi/high-level-discourse-structure-in-chatgpt-part-2-quasi,2022-12-10T22:26:36.713Z,7,3,0,0,2022
NdnToPRLnqGnX8kL8,Poll Results on AGI,poll-results-on-agi,https://www.lesswrong.com/posts/NdnToPRLnqGnX8kL8/poll-results-on-agi,2022-12-10T21:25:35.004Z,16,7,0,0,2022
DsebrXgvgWxEib8jB,Reflecting on the 2022 Guild of the Rose Workshops,reflecting-on-the-2022-guild-of-the-rose-workshops,https://www.lesswrong.com/posts/DsebrXgvgWxEib8jB/reflecting-on-the-2022-guild-of-the-rose-workshops,2022-12-10T21:21:19.879Z,25,17,7,0,2022
SJTJMzeqNRc3C9yDL,Reversing a quantum simulation on the planetary scale,reversing-a-quantum-simulation-on-the-planetary-scale,https://www.lesswrong.com/posts/SJTJMzeqNRc3C9yDL/reversing-a-quantum-simulation-on-the-planetary-scale,2022-12-10T20:26:04.931Z,2,2,3,0,2022
XNN9eCZ8nMmvwD55k,ACX Zurich December Meetup,acx-zurich-december-meetup-1,https://www.lesswrong.com/events/XNN9eCZ8nMmvwD55k/acx-zurich-december-meetup-1,2022-12-10T19:23:35.030Z,1,1,0,0,2022
aqnxvAza5tpXfnywo,FMT: a great opportunity for soon-to-be parents,fmt-a-great-opportunity-for-soon-to-be-parents,https://www.lesswrong.com/posts/aqnxvAza5tpXfnywo/fmt-a-great-opportunity-for-soon-to-be-parents,2022-12-10T17:56:37.480Z,7,9,0,0,2022
obht9QqMDMNLwhPQS,[ASoT] Natural abstractions and AlphaZero,asot-natural-abstractions-and-alphazero,https://www.lesswrong.com/posts/obht9QqMDMNLwhPQS/asot-natural-abstractions-and-alphazero,2022-12-10T17:53:02.376Z,33,18,1,0,2022
nCbAHnpi4LGFR32yq,How promising are legal avenues to restrict AI training data?,how-promising-are-legal-avenues-to-restrict-ai-training-data,https://www.lesswrong.com/posts/nCbAHnpi4LGFR32yq/how-promising-are-legal-avenues-to-restrict-ai-training-data,2022-12-10T16:31:45.759Z,9,7,2,0,2022
efSrkzouP7uNg6qjG,Inspiration as a Scarce Resource,inspiration-as-a-scarce-resource,https://www.lesswrong.com/posts/efSrkzouP7uNg6qjG/inspiration-as-a-scarce-resource,2022-12-10T15:23:18.710Z,7,4,0,0,2022
HygyWpDcwsekqmfnS,Will Manifold Markets/Metaculus have built-in support for reflective latent variables by 2025?,will-manifold-markets-metaculus-have-built-in-support-for,https://www.lesswrong.com/posts/HygyWpDcwsekqmfnS/will-manifold-markets-metaculus-have-built-in-support-for,2022-12-10T13:55:18.604Z,34,17,0,0,2022
3oNZA9wTrFJRH6Sau,My thoughts on OpenAI's Alignment plan,my-thoughts-on-openai-s-alignment-plan,https://www.lesswrong.com/posts/3oNZA9wTrFJRH6Sau/my-thoughts-on-openai-s-alignment-plan,2022-12-10T10:35:26.618Z,25,14,1,0,2022
2MW4fNStM9dSf6oFk,How would you improve ChatGPT's filtering?,how-would-you-improve-chatgpt-s-filtering,https://www.lesswrong.com/posts/2MW4fNStM9dSf6oFk/how-would-you-improve-chatgpt-s-filtering,2022-12-10T08:05:19.493Z,9,3,6,0,2022
QFfpBvqY7wzqzG6zF,A thought experiment,a-thought-experiment,https://www.lesswrong.com/posts/QFfpBvqY7wzqzG6zF/a-thought-experiment,2022-12-10T05:23:19.868Z,3,3,12,0,2022
dYwb3FoM2o3kmCESB,patio11's "Observations from an EA-adjacent (?) charitable effort",patio11-s-observations-from-an-ea-adjacent-charitable-effort,https://www.lesswrong.com/posts/dYwb3FoM2o3kmCESB/patio11-s-observations-from-an-ea-adjacent-charitable-effort,2022-12-10T00:27:14.859Z,43,22,0,0,2022
X3uxRXHonFYTu6zjW,A dynamical systems primer for entropy and optimization,a-dynamical-systems-primer-for-entropy-and-optimization,https://www.lesswrong.com/posts/X3uxRXHonFYTu6zjW/a-dynamical-systems-primer-for-entropy-and-optimization,2022-12-10T00:13:13.984Z,37,16,3,0,2022
pt8uKGHArYH33eD4D,[Linkpost] The Story Of VaccinateCA,linkpost-the-story-of-vaccinateca,https://www.lesswrong.com/posts/pt8uKGHArYH33eD4D/linkpost-the-story-of-vaccinateca,2022-12-09T23:54:48.703Z,103,33,4,4,2022
GfFvsPaSFG7wqY4sk,Prosaic misalignment from the Solomonoff Predictor,prosaic-misalignment-from-the-solomonoff-predictor,https://www.lesswrong.com/posts/GfFvsPaSFG7wqY4sk/prosaic-misalignment-from-the-solomonoff-predictor,2022-12-09T17:53:44.312Z,40,21,2,0,2022
dyg4KSyMJC8cNDMK6,Take 8: Queer the inner/outer alignment dichotomy.,take-8-queer-the-inner-outer-alignment-dichotomy,https://www.lesswrong.com/posts/dyg4KSyMJC8cNDMK6/take-8-queer-the-inner-outer-alignment-dichotomy,2022-12-09T17:46:26.383Z,28,16,2,0,2022
xxNRh9tfrdeY4ujBr,Does a LLM have a utility function?,does-a-llm-have-a-utility-function,https://www.lesswrong.com/posts/xxNRh9tfrdeY4ujBr/does-a-llm-have-a-utility-function,2022-12-09T17:19:45.936Z,17,6,11,0,2022
eqt6awLqxtPe9yGNC,Monthly Roundup #1,monthly-roundup-1,https://www.lesswrong.com/posts/eqt6awLqxtPe9yGNC/monthly-roundup-1,2022-12-09T17:10:00.447Z,31,14,6,0,2022
pnqkGiGcshtgF2fnQ,Working towards AI alignment is better,working-towards-ai-alignment-is-better,https://www.lesswrong.com/posts/pnqkGiGcshtgF2fnQ/working-towards-ai-alignment-is-better,2022-12-09T15:39:08.348Z,8,8,2,0,2022
dzDKDRJPQ3kGqfER9,You can still fetch the coffee today if you're dead tomorrow,you-can-still-fetch-the-coffee-today-if-you-re-dead-tomorrow,https://www.lesswrong.com/posts/dzDKDRJPQ3kGqfER9/you-can-still-fetch-the-coffee-today-if-you-re-dead-tomorrow,2022-12-09T14:06:48.442Z,84,40,19,0,2022
SnS8JhnqqGvMTxxuD,ChatGPT's Misalignment Isn't What You Think,chatgpt-s-misalignment-isn-t-what-you-think,https://www.lesswrong.com/posts/SnS8JhnqqGvMTxxuD/chatgpt-s-misalignment-isn-t-what-you-think,2022-12-09T11:11:43.318Z,3,9,12,0,2022
3cgevkQRAjSPdynJw,ML Safety at NeurIPS & Paradigmatic AI Safety? MLAISU W49,ml-safety-at-neurips-and-paradigmatic-ai-safety-mlaisu-w49,https://www.lesswrong.com/posts/3cgevkQRAjSPdynJw/ml-safety-at-neurips-and-paradigmatic-ai-safety-mlaisu-w49,2022-12-09T10:38:34.693Z,19,7,0,0,2022
nSpgEx2fErhk7836A,What are your thoughts on the future of AI-assisted software development?,what-are-your-thoughts-on-the-future-of-ai-assisted-software,https://www.lesswrong.com/posts/nSpgEx2fErhk7836A/what-are-your-thoughts-on-the-future-of-ai-assisted-software,2022-12-09T10:04:55.473Z,4,2,4,0,2022
2yjoEKE9ryuCitBRs,Fear mitigated the nuclear threat, can it do the same to AGI risks?,fear-mitigated-the-nuclear-threat-can-it-do-the-same-to-agi,https://www.lesswrong.com/posts/2yjoEKE9ryuCitBRs/fear-mitigated-the-nuclear-threat-can-it-do-the-same-to-agi,2022-12-09T10:04:09.674Z,6,12,8,0,2022
Gh6LWHd9kR5FBmCWx,Setting the Zero Point,setting-the-zero-point,https://www.lesswrong.com/posts/Gh6LWHd9kR5FBmCWx/setting-the-zero-point,2022-12-09T06:06:25.873Z,90,57,43,22.799999237060547,2022
LYgCJ85A68wmkD8yL,Systems of Survival,systems-of-survival,https://www.lesswrong.com/posts/LYgCJ85A68wmkD8yL/systems-of-survival,2022-12-09T05:13:53.064Z,63,17,5,1,2022
FuzskJKAMHaJhmq4F,Do You Have an Internal Monologue?,do-you-have-an-internal-monologue,https://www.lesswrong.com/posts/FuzskJKAMHaJhmq4F/do-you-have-an-internal-monologue,2022-12-09T03:04:58.382Z,23,11,7,0,2022
hK8PEj3uat8LDSyiw,How is the "sharp left turn defined"?,how-is-the-sharp-left-turn-defined,https://www.lesswrong.com/posts/hK8PEj3uat8LDSyiw/how-is-the-sharp-left-turn-defined,2022-12-09T00:04:33.662Z,14,8,4,0,2022
ZHMYMgg4CLih9KEH5,Linkpost for a generalist algorithmic learner: capable of carrying out sorting, shortest paths, string matching, convex hull finding in one network,linkpost-for-a-generalist-algorithmic-learner-capable-of,https://www.lesswrong.com/posts/ZHMYMgg4CLih9KEH5/linkpost-for-a-generalist-algorithmic-learner-capable-of,2022-12-09T00:02:09.690Z,7,3,1,0,2022
AajbPPe4EomHcszkb,Where's the economic incentive for wokism coming from?,where-s-the-economic-incentive-for-wokism-coming-from,https://www.lesswrong.com/posts/AajbPPe4EomHcszkb/where-s-the-economic-incentive-for-wokism-coming-from,2022-12-08T23:28:49.904Z,12,51,105,0,2022
JfkLHWJsFtk9LHhgR,I Believe we are in a Hardware Overhang,i-believe-we-are-in-a-hardware-overhang,https://www.lesswrong.com/posts/JfkLHWJsFtk9LHhgR/i-believe-we-are-in-a-hardware-overhang,2022-12-08T23:18:54.439Z,8,4,0,0,2022
ZKgDpktMhnyE6Gvcs,Of pumpkins, the Falcon Heavy, and Groucho Marx: High-Level discourse structure in ChatGPT,of-pumpkins-the-falcon-heavy-and-groucho-marx-high-level,https://www.lesswrong.com/posts/ZKgDpktMhnyE6Gvcs/of-pumpkins-the-falcon-heavy-and-groucho-marx-high-level,2022-12-08T22:25:48.702Z,2,1,0,0,2022
E7SmJtYpbPD7KTHu9,How Many Lives Does X-Risk Work Save From Nonexistence On Average?,how-many-lives-does-x-risk-work-save-from-nonexistence-on,https://www.lesswrong.com/posts/E7SmJtYpbPD7KTHu9/how-many-lives-does-x-risk-work-save-from-nonexistence-on,2022-12-08T21:57:26.556Z,4,9,5,0,2022
7gkXuHEm6CqEGT2mg,AI Safety Seems Hard to Measure,ai-safety-seems-hard-to-measure,https://www.lesswrong.com/posts/7gkXuHEm6CqEGT2mg/ai-safety-seems-hard-to-measure,2022-12-08T19:50:07.352Z,71,34,6,11,2022
uugZqgztXcvB7HJBz,Playing shell games with definitions,playing-shell-games-with-definitions,https://www.lesswrong.com/posts/uugZqgztXcvB7HJBz/playing-shell-games-with-definitions,2022-12-08T19:35:35.197Z,9,3,3,0,2022
FTk7ufqK2D4dkdBDr,Notes on OpenAI’s alignment plan,notes-on-openai-s-alignment-plan,https://www.lesswrong.com/posts/FTk7ufqK2D4dkdBDr/notes-on-openai-s-alignment-plan,2022-12-08T19:13:59.439Z,40,28,5,0,2022
AuHuTButNkz4Zz3F4,Relevant to natural abstractions: Euclidean Symmetry Equivariant Machine Learning -- Overview, Applications, and Open Questions,relevant-to-natural-abstractions-euclidean-symmetry,https://www.lesswrong.com/posts/AuHuTButNkz4Zz3F4/relevant-to-natural-abstractions-euclidean-symmetry,2022-12-08T18:01:40.246Z,8,5,0,0,2022
ND6isoKN38gdmAM8Q,I've started publishing the novel I wrote to promote EA,i-ve-started-publishing-the-novel-i-wrote-to-promote-ea,https://www.lesswrong.com/posts/ND6isoKN38gdmAM8Q/i-ve-started-publishing-the-novel-i-wrote-to-promote-ea,2022-12-08T17:30:14.333Z,10,5,3,0,2022
JbuwdnAwPjvCRMFZn,Neural networks biased towards geometrically simple functions? ,neural-networks-biased-towards-geometrically-simple,https://www.lesswrong.com/posts/JbuwdnAwPjvCRMFZn/neural-networks-biased-towards-geometrically-simple,2022-12-08T16:16:20.752Z,16,7,2,0,2022
nJHXQWCSByS4SxfQz,If Wentworth is right about natural abstractions, it would be bad for alignment,if-wentworth-is-right-about-natural-abstractions-it-would-be,https://www.lesswrong.com/posts/nJHXQWCSByS4SxfQz/if-wentworth-is-right-about-natural-abstractions-it-would-be,2022-12-08T15:19:02.084Z,28,18,5,0,2022
