postId,title,slug,pageUrl,postedAt,baseScore,voteCount,commentCount,finalReviewVoteScoreHighKarma,year
G6v66dkNXchejZqBJ,"A new kind of Hermeneutics",a-new-kind-of-hermeneutics,https://www.lesswrong.com/posts/G6v66dkNXchejZqBJ/a-new-kind-of-hermeneutics,2019-10-30T12:42:59.274Z,16,15,4,0,2019
kuXiSi52wvijw3ftR,"The Technique Taboo",the-technique-taboo,https://www.lesswrong.com/posts/kuXiSi52wvijw3ftR/the-technique-taboo,2019-10-30T11:22:47.184Z,54,49,43,0,2019
k67BFXL9ftWi7bKGd,"Theater Tickets, Sleeping Pills, and the Idiosyncrasies of Delegated Risk Management",theater-tickets-sleeping-pills-and-the-idiosyncrasies-of,https://www.lesswrong.com/posts/k67BFXL9ftWi7bKGd/theater-tickets-sleeping-pills-and-the-idiosyncrasies-of,2019-10-30T10:33:16.240Z,27,15,7,0,2019
Qs65BhXRQHDKHi7cz,"Prospecting for Conceptual Holes",prospecting-for-conceptual-holes,https://www.lesswrong.com/posts/Qs65BhXRQHDKHi7cz/prospecting-for-conceptual-holes,2019-10-30T08:34:52.769Z,70,41,20,0,2019
RRyXSA9hNn7Gr555h,"Learning from other people's experiences/mistakes",learning-from-other-people-s-experiences-mistakes,https://www.lesswrong.com/posts/RRyXSA9hNn7Gr555h/learning-from-other-people-s-experiences-mistakes,2019-10-30T00:43:08.326Z,9,6,1,0,2019
Ric6wFiETXzBLBRYZ,"When do you start looking for a Boston apartment?",when-do-you-start-looking-for-a-boston-apartment,https://www.lesswrong.com/posts/Ric6wFiETXzBLBRYZ/when-do-you-start-looking-for-a-boston-apartment,2019-10-29T16:30:01.716Z,9,3,3,0,2019
J92WLPZXnvqp5W3gJ,"Fibromyalgia, Pain & Depression.  How much is due to physical misalignment?",fibromyalgia-pain-and-depression-how-much-is-due-to-physical,https://www.lesswrong.com/posts/J92WLPZXnvqp5W3gJ/fibromyalgia-pain-and-depression-how-much-is-due-to-physical,2019-10-29T14:58:17.652Z,7,5,4,0,2019
bHBif2wJ2GSo69ZAr,"On Internal Family Systems and multi-agent minds: a reply to PJ Eby",on-internal-family-systems-and-multi-agent-minds-a-reply-to,https://www.lesswrong.com/posts/bHBif2wJ2GSo69ZAr/on-internal-family-systems-and-multi-agent-minds-a-reply-to,2019-10-29T14:56:19.590Z,39,17,31,0,2019
gxbGKa2AnQsrn3Gni,"How do you assess the quality / reliability of a scientific study?",how-do-you-assess-the-quality-reliability-of-a-scientific,https://www.lesswrong.com/posts/gxbGKa2AnQsrn3Gni/how-do-you-assess-the-quality-reliability-of-a-scientific,2019-10-29T14:52:57.904Z,89,40,41,0,2019
FvTc37vCGZQZdMWoz,"[Site Update] Subscriptions, Bookmarks, & Pingbacks",site-update-subscriptions-bookmarks-and-pingbacks,https://www.lesswrong.com/posts/FvTc37vCGZQZdMWoz/site-update-subscriptions-bookmarks-and-pingbacks,2019-10-29T04:32:31.109Z,88,24,23,0,2019
5syG88rmW5iD9kTM5,"Is it harder to become a MIRI mathematician in 2019 compared to in 2013?",is-it-harder-to-become-a-miri-mathematician-in-2019-compared,https://www.lesswrong.com/posts/5syG88rmW5iD9kTM5/is-it-harder-to-become-a-miri-mathematician-in-2019-compared,2019-10-29T03:28:52.949Z,65,30,3,0,2019
Sr596Eh4enwfHhJJc,"LW/SSC Dublin: The Great Filter, Cities and Ambition, Lifehacks - Saturday November 2nd",lw-ssc-dublin-the-great-filter-cities-and-ambition-lifehacks,https://www.lesswrong.com/events/Sr596Eh4enwfHhJJc/lw-ssc-dublin-the-great-filter-cities-and-ambition-lifehacks,2019-10-28T22:13:56.058Z,2,2,0,0,2019
yGg5PkjqxBN5EQM3B,"Nashville SSC November 2019 Meetup",nashville-ssc-november-2019-meetup,https://www.lesswrong.com/events/yGg5PkjqxBN5EQM3B/nashville-ssc-november-2019-meetup,2019-10-28T21:27:05.268Z,1,1,0,0,2019
ecwLD8oczXoXpZzks,"Book Review:  The AI Does Not Hate You",book-review-the-ai-does-not-hate-you,https://www.lesswrong.com/posts/ecwLD8oczXoXpZzks/book-review-the-ai-does-not-hate-you,2019-10-28T17:45:26.050Z,26,10,0,0,2019
43vZKaMnPMfGKbh5X,"Why are people so bad at dating?",why-are-people-so-bad-at-dating,https://www.lesswrong.com/posts/43vZKaMnPMfGKbh5X/why-are-people-so-bad-at-dating,2019-10-28T14:32:47.410Z,64,38,61,0,2019
2ALjPEQwkN8YiaW2Z,"Internet Distance",internet-distance,https://www.lesswrong.com/posts/2ALjPEQwkN8YiaW2Z/internet-distance,2019-10-28T13:10:03.716Z,9,2,1,0,2019
Knc6wkW6yzD8o5L3c,"Is requires ought",is-requires-ought,https://www.lesswrong.com/posts/Knc6wkW6yzD8o5L3c/is-requires-ought,2019-10-28T02:36:43.196Z,29,13,58,0,2019
QFE6JkCmcjMre8qAv,"What if AI is “IT”, and we don’t know about this?",what-if-ai-is-it-and-we-don-t-know-about-this,https://www.lesswrong.com/posts/QFE6JkCmcjMre8qAv/what-if-ai-is-it-and-we-don-t-know-about-this,2019-10-27T23:32:24.820Z,1,1,1,0,2019
a6PMaSrfG9KYWL9tL,"How to Improve Your Sleep",how-to-improve-your-sleep,https://www.lesswrong.com/posts/a6PMaSrfG9KYWL9tL/how-to-improve-your-sleep,2019-10-27T23:28:44.228Z,48,24,19,0,2019
uwWAaodeixLn8NCJr,"Slatestarcodex Meetup Hamburg 2019-11-17",slatestarcodex-meetup-hamburg-2019-11-17,https://www.lesswrong.com/events/uwWAaodeixLn8NCJr/slatestarcodex-meetup-hamburg-2019-11-17,2019-10-27T22:29:27.835Z,8,1,0,0,2019
3tZGxnYppMFwoWTTD,"Prediction markets for internet points?",prediction-markets-for-internet-points,https://www.lesswrong.com/posts/3tZGxnYppMFwoWTTD/prediction-markets-for-internet-points,2019-10-27T19:30:00.898Z,47,22,9,0,2019
Z9PknTFfZCvs2ZmiD,"What is the connection between these two definitions of ascription universality?",what-is-the-connection-between-these-two-definitions-of,https://www.lesswrong.com/posts/Z9PknTFfZCvs2ZmiD/what-is-the-connection-between-these-two-definitions-of,2019-10-27T18:03:20.369Z,12,5,0,0,2019
vvnNy4qznZLhbHAg7,"The Missing Piece",the-missing-piece,https://www.lesswrong.com/posts/vvnNy4qznZLhbHAg7/the-missing-piece,2019-10-27T05:50:00.824Z,19,10,6,0,2019
3vSKTfkESn54Rqmsr,"Jacy Reese (born Jacy Anthis)?",jacy-reese-born-jacy-anthis,https://www.lesswrong.com/posts/3vSKTfkESn54Rqmsr/jacy-reese-born-jacy-anthis,2019-10-26T21:00:01.838Z,20,17,8,0,2019
z89hskzqHcaMF9ism,"Fetch The Coffee!",fetch-the-coffee-1,https://www.lesswrong.com/posts/z89hskzqHcaMF9ism/fetch-the-coffee-1,2019-10-26T20:41:27.191Z,7,4,15,0,2019
dv9E65xWw7CsJNERz,"The Pit",the-pit,https://www.lesswrong.com/posts/dv9E65xWw7CsJNERz/the-pit,2019-10-26T05:28:07.610Z,29,13,7,0,2019
nvrFBqyEpHeMk92dP,"Climate technology primer (1/3): basics",climate-technology-primer-1-3-basics,https://www.lesswrong.com/posts/nvrFBqyEpHeMk92dP/climate-technology-primer-1-3-basics,2019-10-25T23:18:09.351Z,38,15,5,0,2019
ZwSrTsP3YkgnmHWnJ,"Two explanations for variation in human abilities",two-explanations-for-variation-in-human-abilities,https://www.lesswrong.com/posts/ZwSrTsP3YkgnmHWnJ/two-explanations-for-variation-in-human-abilities,2019-10-25T22:06:26.329Z,87,37,28,0,2019
wwbrvumMWhDfeo652,"Effect heterogeneity and external validity in medicine",effect-heterogeneity-and-external-validity-in-medicine,https://www.lesswrong.com/posts/wwbrvumMWhDfeo652/effect-heterogeneity-and-external-validity-in-medicine,2019-10-25T20:53:53.012Z,49,20,14,0,2019
d93noGhLrqaSszPzk,"Door Ideas",door-ideas,https://www.lesswrong.com/posts/d93noGhLrqaSszPzk/door-ideas,2019-10-25T12:40:01.627Z,8,2,8,0,2019
fQ94HLMe7HMHLjTYo,"Minneapolis/Twin Cities SSC meetup: 10/26/19",minneapolis-twin-cities-ssc-meetup-10-26-19,https://www.lesswrong.com/events/fQ94HLMe7HMHLjTYo/minneapolis-twin-cities-ssc-meetup-10-26-19,2019-10-25T03:56:19.304Z,1,1,0,0,2019
bKunbaS9FmK6xGxju,"Iron: From mythical to mundane",iron-from-mythical-to-mundane,https://www.lesswrong.com/posts/bKunbaS9FmK6xGxju/iron-from-mythical-to-mundane,2019-10-24T22:43:45.898Z,19,8,8,0,2019
qPdF8t9oENf9xmi6u,"Nature's Hidden Processes and Structures (Novum Organum Book 2: 1-9)",nature-s-hidden-processes-and-structures-novum-organum-book,https://www.lesswrong.com/posts/qPdF8t9oENf9xmi6u/nature-s-hidden-processes-and-structures-novum-organum-book,2019-10-24T20:27:26.532Z,10,2,0,0,2019
pvtMKRDwFhcr2KLBJ,"Jester's Court - Mini Group Exercises",jester-s-court-mini-group-exercises-1,https://www.lesswrong.com/events/pvtMKRDwFhcr2KLBJ/jester-s-court-mini-group-exercises-1,2019-10-24T19:49:33.365Z,5,1,0,0,2019
SyaepcaELF94Rew2t,"Jester's Court - Mini Group Exercises",jester-s-court-mini-group-exercises,https://www.lesswrong.com/events/SyaepcaELF94Rew2t/jester-s-court-mini-group-exercises,2019-10-24T18:49:08.736Z,5,1,0,0,2019
dnPo7zogJrHhvdtBW,"Decisions with Non-Logical Counterfactuals: request for input",decisions-with-non-logical-counterfactuals-request-for-input,https://www.lesswrong.com/posts/dnPo7zogJrHhvdtBW/decisions-with-non-logical-counterfactuals-request-for-input,2019-10-24T17:23:08.184Z,3,2,11,0,2019
PZiRZoxp8RAqq9mRH,"Multi-belled Brass",multi-belled-brass,https://www.lesswrong.com/posts/PZiRZoxp8RAqq9mRH/multi-belled-brass,2019-10-24T14:20:01.617Z,11,4,3,0,2019
LozcBpZNaW3Ez5pez,"Who captures economic gains from life extension treatments?",who-captures-economic-gains-from-life-extension-treatments,https://www.lesswrong.com/posts/LozcBpZNaW3Ez5pez/who-captures-economic-gains-from-life-extension-treatments,2019-10-24T05:17:05.524Z,1,1,2,0,2019
dt9nsMHsaSLm4qoEC,"What economic gains are there in life extension treatments?",what-economic-gains-are-there-in-life-extension-treatments,https://www.lesswrong.com/posts/dt9nsMHsaSLm4qoEC/what-economic-gains-are-there-in-life-extension-treatments,2019-10-24T05:12:51.902Z,15,5,15,0,2019
FzyCyD4rrtqZaGRmD,"CPH meetup 11/04/19",cph-meetup-11-04-19,https://www.lesswrong.com/events/FzyCyD4rrtqZaGRmD/cph-meetup-11-04-19,2019-10-23T21:28:18.683Z,4,2,1,0,2019
864hL42QfFoNnfEhb,"What video games are more famous in our community than in the general public?",what-video-games-are-more-famous-in-our-community-than-in,https://www.lesswrong.com/posts/864hL42QfFoNnfEhb/what-video-games-are-more-famous-in-our-community-than-in,2019-10-23T19:07:29.417Z,9,7,4,0,2019
brYdjKffszjuyzb9c,"Artificial general intelligence is here, and it's useless",artificial-general-intelligence-is-here-and-it-s-useless,https://www.lesswrong.com/posts/brYdjKffszjuyzb9c/artificial-general-intelligence-is-here-and-it-s-useless,2019-10-23T19:01:26.584Z,-8,18,22,0,2019
9mscdgJ7ao3vbbrjs,"[AN #70]: Agents that help humans who are still learning about their own preferences",an-70-agents-that-help-humans-who-are-still-learning-about,https://www.lesswrong.com/posts/9mscdgJ7ao3vbbrjs/an-70-agents-that-help-humans-who-are-still-learning-about,2019-10-23T17:10:02.102Z,16,6,0,0,2019
C3WxJHPRERzJqxxeF,"Why ""Referer""?",why-referer,https://www.lesswrong.com/posts/C3WxJHPRERzJqxxeF/why-referer,2019-10-23T13:40:01.647Z,27,11,0,0,2019
XcpuzuyK45CkGZhqN,"Current Law Proposed to allow competition in Social Media",current-law-proposed-to-allow-competition-in-social-media,https://www.lesswrong.com/posts/XcpuzuyK45CkGZhqN/current-law-proposed-to-allow-competition-in-social-media,2019-10-23T13:13:32.581Z,2,3,2,0,2019
nyz4Ekc93Rhbk8F6J,"Deleted ",deleted-1,https://www.lesswrong.com/posts/nyz4Ekc93Rhbk8F6J/deleted-1,2019-10-22T18:49:17.215Z,1,12,160,0,2019
XkXfXtJ3GNqkAfpJt,"What Comes After Epistemic Spot Checks?",what-comes-after-epistemic-spot-checks,https://www.lesswrong.com/posts/XkXfXtJ3GNqkAfpJt/what-comes-after-epistemic-spot-checks,2019-10-22T17:00:00.758Z,121,52,9,0,2019
ebdf8GZxt3L9grwwN,"Deliberation as a method to find the ""actual preferences"" of humans",deliberation-as-a-method-to-find-the-actual-preferences-of,https://www.lesswrong.com/posts/ebdf8GZxt3L9grwwN/deliberation-as-a-method-to-find-the-actual-preferences-of,2019-10-22T09:23:30.700Z,23,10,5,0,2019
dBMC63hjkc5wPqTC7,"Human-AI Collaboration",human-ai-collaboration,https://www.lesswrong.com/posts/dBMC63hjkc5wPqTC7/human-ai-collaboration,2019-10-22T06:32:20.910Z,42,14,7,0,2019
Qh6cP3z7v4xie89Sc,"2 small problems with the site...",2-small-problems-with-the-site,https://www.lesswrong.com/posts/Qh6cP3z7v4xie89Sc/2-small-problems-with-the-site,2019-10-22T04:31:23.468Z,2,2,3,0,2019
mnszbzJ2XawR4wXJh,"Testing the Efficacy of Disagreement Resolution Techniques (and a Proposal for Testing Double Crux)",testing-the-efficacy-of-disagreement-resolution-techniques,https://www.lesswrong.com/posts/mnszbzJ2XawR4wXJh/testing-the-efficacy-of-disagreement-resolution-techniques,2019-10-21T22:57:37.327Z,35,15,2,0,2019
pJ5rGQDEEF42D9xra,"Let People Move to Jobs",let-people-move-to-jobs,https://www.lesswrong.com/posts/pJ5rGQDEEF42D9xra/let-people-move-to-jobs,2019-10-21T18:00:01.772Z,12,6,1,0,2019
GDT6tKH5ajphXHGny,"Turning air into bread",turning-air-into-bread,https://www.lesswrong.com/posts/GDT6tKH5ajphXHGny/turning-air-into-bread,2019-10-21T17:50:00.117Z,103,52,12,0,2019
xkgx3PQGPdNzdxcTg,"Link: An exercise: meta-rational phenomena | Meaningness",link-an-exercise-meta-rational-phenomena-or-meaningness,https://www.lesswrong.com/posts/xkgx3PQGPdNzdxcTg/link-an-exercise-meta-rational-phenomena-or-meaningness,2019-10-21T16:56:24.443Z,9,4,2,0,2019
Bx9RNT5u7XzT7RAKq,"Why Are So Many Rationalists Polyamorous?
",why-are-so-many-rationalists-polyamorous,https://www.lesswrong.com/posts/Bx9RNT5u7XzT7RAKq/why-are-so-many-rationalists-polyamorous,2019-10-21T16:12:22.215Z,7,5,27,0,2019
YDDPFCTe6oBNRsybx,"What does ""meta-execution without indirection"" look like?",what-does-meta-execution-without-indirection-look-like,https://www.lesswrong.com/posts/YDDPFCTe6oBNRsybx/what-does-meta-execution-without-indirection-look-like,2019-10-21T12:59:07.910Z,8,3,1,0,2019
uL74oQv5PsnotGzt7,"All I know is Goodhart",all-i-know-is-goodhart,https://www.lesswrong.com/posts/uL74oQv5PsnotGzt7/all-i-know-is-goodhart,2019-10-21T12:12:53.248Z,28,6,23,0,2019
Y4jdYBZtvN24LJ7oj,"Where to absolutely start?",where-to-absolutely-start,https://www.lesswrong.com/posts/Y4jdYBZtvN24LJ7oj/where-to-absolutely-start,2019-10-21T02:45:47.562Z,17,6,10,0,2019
jbka3c63xSxm9P2fk,"Healthy Competition",healthy-competition,https://www.lesswrong.com/posts/jbka3c63xSxm9P2fk/healthy-competition,2019-10-20T20:55:48.265Z,56,23,13,0,2019
ZgxxSjXDB8qsz4jKF,"We tend to forget complicated things",we-tend-to-forget-complicated-things,https://www.lesswrong.com/posts/ZgxxSjXDB8qsz4jKF/we-tend-to-forget-complicated-things,2019-10-20T20:05:28.325Z,48,19,15,0,2019
LXzAmgYY2owtbk3YK,"The Effect pattern: Transparent updates in Elm",the-effect-pattern-transparent-updates-in-elm,https://www.lesswrong.com/posts/LXzAmgYY2owtbk3YK/the-effect-pattern-transparent-updates-in-elm,2019-10-20T20:00:01.101Z,8,2,0,0,2019
rdLbLJqjCHrKJHXiB,"Endogenous Epinephrine for Anaphylaxis?",endogenous-epinephrine-for-anaphylaxis,https://www.lesswrong.com/posts/rdLbLJqjCHrKJHXiB/endogenous-epinephrine-for-anaphylaxis,2019-10-20T12:10:01.538Z,12,4,4,0,2019
znt3p9AGQDbYGf9Sy,"The problem/solution matrix: Calculating the probability of AI safety ""on the back of an envelope""",the-problem-solution-matrix-calculating-the-probability-of,https://www.lesswrong.com/posts/znt3p9AGQDbYGf9Sy/the-problem-solution-matrix-calculating-the-probability-of,2019-10-20T08:03:23.934Z,22,8,4,0,2019
koa48Qio5LP48xMM2,"Mediums Overpower Messages",mediums-overpower-messages,https://www.lesswrong.com/posts/koa48Qio5LP48xMM2/mediums-overpower-messages,2019-10-20T05:46:19.339Z,54,28,11,0,2019
k6nncsXAZD3bK6fe3,"Invisible Choices, Made by Default",invisible-choices-made-by-default,https://www.lesswrong.com/posts/k6nncsXAZD3bK6fe3/invisible-choices-made-by-default,2019-10-20T02:09:02.992Z,54,40,9,0,2019
LaCmtokFj9tF4itrK,"Anti-counterfeiting Ink - an alternative way of combating oil theft?",anti-counterfeiting-ink-an-alternative-way-of-combating-oil,https://www.lesswrong.com/posts/LaCmtokFj9tF4itrK/anti-counterfeiting-ink-an-alternative-way-of-combating-oil,2019-10-19T23:04:59.069Z,1,7,4,0,2019
qpZTWb2wvgSt5WQ4H,"Defining Myopia",defining-myopia,https://www.lesswrong.com/posts/qpZTWb2wvgSt5WQ4H/defining-myopia,2019-10-19T21:32:48.810Z,32,10,18,0,2019
fmA2GJwZzYtkrAKYJ,"Algorithms of Deception!",algorithms-of-deception,https://www.lesswrong.com/posts/fmA2GJwZzYtkrAKYJ/algorithms-of-deception,2019-10-19T18:04:17.975Z,23,11,7,0,2019
AZPZgZaAqTD9Wi2hw,"Billion-scale semi-supervised learning for state-of-the-art image and video classification",billion-scale-semi-supervised-learning-for-state-of-the-art,https://www.lesswrong.com/posts/AZPZgZaAqTD9Wi2hw/billion-scale-semi-supervised-learning-for-state-of-the-art,2019-10-19T15:10:17.267Z,5,2,3,0,2019
9LKecLdEz3kjEmtKY,"Why Ranked Choice Voting Isn't Great",why-ranked-choice-voting-isn-t-great,https://www.lesswrong.com/posts/9LKecLdEz3kjEmtKY/why-ranked-choice-voting-isn-t-great,2019-10-19T11:10:01.566Z,21,11,28,0,2019
Q73XQbpbDLSc97Hm2,"Does the body have an almost infinite number of potential positions?",does-the-body-have-an-almost-infinite-number-of-potential,https://www.lesswrong.com/posts/Q73XQbpbDLSc97Hm2/does-the-body-have-an-almost-infinite-number-of-potential,2019-10-19T05:39:26.883Z,2,1,23,0,2019
nd692YfFGfZDh9Mwz,"[AN #69] Stuart Russell's new book on why we need to replace the standard model of AI",an-69-stuart-russell-s-new-book-on-why-we-need-to-replace,https://www.lesswrong.com/posts/nd692YfFGfZDh9Mwz/an-69-stuart-russell-s-new-book-on-why-we-need-to-replace,2019-10-19T00:30:01.642Z,60,24,12,0,2019
aMZcMD37vbhtqCWNY,"Why does the mind wander?",why-does-the-mind-wander,https://www.lesswrong.com/posts/aMZcMD37vbhtqCWNY/why-does-the-mind-wander,2019-10-18T21:34:26.074Z,11,4,1,0,2019
pMGB8DPk2E6Qwicqu,"Polyamory is Rational(ist)",polyamory-is-rational-ist,https://www.lesswrong.com/posts/pMGB8DPk2E6Qwicqu/polyamory-is-rational-ist,2019-10-18T16:48:52.990Z,23,9,2,0,2019
KbkkTbKdhdg5daZEo,"What's your big idea?",what-s-your-big-idea,https://www.lesswrong.com/posts/KbkkTbKdhdg5daZEo/what-s-your-big-idea,2019-10-18T15:47:07.389Z,30,18,64,0,2019
4xbsi4wbourPkb47x,"Technical AGI safety research outside AI",technical-agi-safety-research-outside-ai,https://www.lesswrong.com/posts/4xbsi4wbourPkb47x/technical-agi-safety-research-outside-ai,2019-10-18T15:00:22.540Z,43,16,3,0,2019
YR4PsLavhd5Dx5L6v,"Archiving Yahoo Groups",archiving-yahoo-groups,https://www.lesswrong.com/posts/YR4PsLavhd5Dx5L6v/archiving-yahoo-groups,2019-10-18T11:20:01.851Z,43,15,9,0,2019
BHp82PvqCDayFpefg,"Implementing an Idea-Management System",implementing-an-idea-management-system,https://www.lesswrong.com/posts/BHp82PvqCDayFpefg/implementing-an-idea-management-system,2019-10-18T10:48:46.097Z,41,27,23,0,2019
8CJbNPxtFLA3WafWP,"Is value amendment a convergent instrumental goal?",is-value-amendment-a-convergent-instrumental-goal,https://www.lesswrong.com/posts/8CJbNPxtFLA3WafWP/is-value-amendment-a-convergent-instrumental-goal,2019-10-18T03:16:52.546Z,6,7,5,0,2019
j3n6u9paGP4e3jMhf,"Reasons for Hope & Objection Preemption (Novum Organum Book 1: 108-130)",reasons-for-hope-and-objection-preemption-novum-organum-book,https://www.lesswrong.com/posts/j3n6u9paGP4e3jMhf/reasons-for-hope-and-objection-preemption-novum-organum-book,2019-10-18T02:32:28.416Z,22,6,1,0,2019
sTmCgDtecqXwShZ5G,"Reposting previously linked content on LW",reposting-previously-linked-content-on-lw,https://www.lesswrong.com/posts/sTmCgDtecqXwShZ5G/reposting-previously-linked-content-on-lw,2019-10-18T01:24:45.052Z,17,3,0,0,2019
25288usP5B5ytnzA4,"Random Thoughts on Predict-O-Matic",random-thoughts-on-predict-o-matic,https://www.lesswrong.com/posts/25288usP5B5ytnzA4/random-thoughts-on-predict-o-matic,2019-10-17T23:39:33.078Z,35,16,3,0,2019
XyTZcxdgxFoq347bJ,"
The best of the www, in my opinion",the-best-of-the-www-in-my-opinion,https://www.lesswrong.com/posts/XyTZcxdgxFoq347bJ/the-best-of-the-www-in-my-opinion,2019-10-17T15:14:29.527Z,19,19,4,0,2019
pFCgWG4eWZ5K79Xnw,"Festival Stats 2019",festival-stats-2019,https://www.lesswrong.com/posts/pFCgWG4eWZ5K79Xnw/festival-stats-2019,2019-10-17T11:00:02.242Z,8,2,0,0,2019
RmPKdMqSr2xRwrqyE,"The Dualist Predict-O-Matic ($100 prize)",the-dualist-predict-o-matic-usd100-prize,https://www.lesswrong.com/posts/RmPKdMqSr2xRwrqyE/the-dualist-predict-o-matic-usd100-prize,2019-10-17T06:45:46.085Z,19,7,35,0,2019
6MTSZKcPHkGRYwjmE,"A Money Dojo",a-money-dojo,https://www.lesswrong.com/posts/6MTSZKcPHkGRYwjmE/a-money-dojo,2019-10-16T20:35:11.718Z,16,7,3,0,2019
5ytHm6pAozanqbhYW,"Epistemic Spot Checks: The Fall of Rome",epistemic-spot-checks-the-fall-of-rome,https://www.lesswrong.com/posts/5ytHm6pAozanqbhYW/epistemic-spot-checks-the-fall-of-rome,2019-10-16T18:40:00.958Z,38,10,2,0,2019
wCwii4QMA79GmyKz5,"Introducing Foretold.io: A New Open-Source Prediction Registry",introducing-foretold-io-a-new-open-source-prediction,https://www.lesswrong.com/posts/wCwii4QMA79GmyKz5/introducing-foretold-io-a-new-open-source-prediction,2019-10-16T14:23:47.229Z,79,29,10,0,2019
vKErZy7TFhjxtyBuG,"Make more land",make-more-land,https://www.lesswrong.com/posts/vKErZy7TFhjxtyBuG/make-more-land,2019-10-16T11:20:03.381Z,156,81,36,0,2019
hcrFxeYYfbFrkKQEJ,"Full toy model for preference learning",full-toy-model-for-preference-learning,https://www.lesswrong.com/posts/hcrFxeYYfbFrkKQEJ/full-toy-model-for-preference-learning,2019-10-16T11:06:03.746Z,20,6,2,0,2019
uXH4r6MmKPedk8rMA,"Gradient hacking",gradient-hacking,https://www.lesswrong.com/posts/uXH4r6MmKPedk8rMA/gradient-hacking,2019-10-16T00:53:00.735Z,103,41,39,0,2019
bXoaRShdqbf2P9Ma9,"Always Discard Fascist Policies",always-discard-fascist-policies,https://www.lesswrong.com/posts/bXoaRShdqbf2P9Ma9/always-discard-fascist-policies,2019-10-15T22:23:48.383Z,15,6,1,0,2019
CSqwuF9GeCFWzzpcQ,"Philadelphia SSC Meetup",philadelphia-ssc-meetup-1,https://www.lesswrong.com/posts/CSqwuF9GeCFWzzpcQ/philadelphia-ssc-meetup-1,2019-10-15T17:41:40.028Z,1,1,0,0,2019
tuNK3zLAvKmmJNfu8,"Transportation Tracking",transportation-tracking,https://www.lesswrong.com/posts/tuNK3zLAvKmmJNfu8/transportation-tracking,2019-10-15T11:00:01.987Z,10,4,0,0,2019
mo7MdwyaLdMfekmMy,"SSC Madison: Meditations on Raikoth  ",ssc-madison-meditations-on-raikoth,https://www.lesswrong.com/events/mo7MdwyaLdMfekmMy/ssc-madison-meditations-on-raikoth,2019-10-15T03:42:27.949Z,1,1,0,0,2019
MmX2ZqET2QDYpSMDp,"TAISU 2019 Field Report",taisu-2019-field-report,https://www.lesswrong.com/posts/MmX2ZqET2QDYpSMDp/taisu-2019-field-report,2019-10-15T01:09:07.884Z,36,20,5,0,2019
SwcyMEgLyd4C3Dern,"The Parable of Predict-O-Matic",the-parable-of-predict-o-matic,https://www.lesswrong.com/posts/SwcyMEgLyd4C3Dern/the-parable-of-predict-o-matic,2019-10-15T00:49:20.167Z,340,157,41,0,2019
4Bjn8nCcfCe2nr9jF,"Strong stances",strong-stances,https://www.lesswrong.com/posts/4Bjn8nCcfCe2nr9jF/strong-stances,2019-10-15T00:40:01.286Z,27,13,9,0,2019
jGB7Pd5q8ivBor8Ee,"Impact measurement and value-neutrality verification",impact-measurement-and-value-neutrality-verification-1,https://www.lesswrong.com/posts/jGB7Pd5q8ivBor8Ee/impact-measurement-and-value-neutrality-verification-1,2019-10-15T00:06:51.879Z,31,10,13,0,2019
753hN5xCvdcD9qRo5,"Schematic Thinking: heuristic generalization using Korzybski's method",schematic-thinking-heuristic-generalization-using-korzybski,https://www.lesswrong.com/posts/753hN5xCvdcD9qRo5/schematic-thinking-heuristic-generalization-using-korzybski,2019-10-14T19:29:14.672Z,27,8,7,0,2019
HeuJZfexbTBRijTs2,"[AN #68]: The attainable utility theory of impact",an-68-the-attainable-utility-theory-of-impact,https://www.lesswrong.com/posts/HeuJZfexbTBRijTs2/an-68-the-attainable-utility-theory-of-impact,2019-10-14T17:00:01.424Z,17,5,0,0,2019
tRBu4CRemLn7tPf85,"Whistle-based Synthesis",whistle-based-synthesis,https://www.lesswrong.com/posts/tRBu4CRemLn7tPf85/whistle-based-synthesis,2019-10-14T12:10:01.968Z,7,1,0,0,2019
bSmgPNS6MTJsunTzS,"Maybe Lying Doesn't Exist",maybe-lying-doesn-t-exist,https://www.lesswrong.com/posts/bSmgPNS6MTJsunTzS/maybe-lying-doesn-t-exist,2019-10-14T07:04:10.032Z,64,33,57,0,2019
7JySqrvGJZ5JEjZBs,"What would the world be like if everyone was a rationalist?",what-would-the-world-be-like-if-everyone-was-a-rationalist,https://www.lesswrong.com/posts/7JySqrvGJZ5JEjZBs/what-would-the-world-be-like-if-everyone-was-a-rationalist,2019-10-14T05:29:53.653Z,1,1,0,0,2019
KmvZ2WQbF9HaaEdTb,"Fall Pittsburgh SSC Meetup",fall-pittsburgh-ssc-meetup,https://www.lesswrong.com/events/KmvZ2WQbF9HaaEdTb/fall-pittsburgh-ssc-meetup,2019-10-14T03:32:30.182Z,1,1,0,0,2019
KbQx5RxRD7wHGJDtd,"Regarding Archimedes (a philosophy of math anecdote)",regarding-archimedes-a-philosophy-of-math-anecdote,https://www.lesswrong.com/posts/KbQx5RxRD7wHGJDtd/regarding-archimedes-a-philosophy-of-math-anecdote,2019-10-13T21:25:27.271Z,2,4,0,0,2019
SxYhddotZbsMkzNsb,"MA Price Accuracy Law",ma-price-accuracy-law,https://www.lesswrong.com/posts/SxYhddotZbsMkzNsb/ma-price-accuracy-law,2019-10-13T12:00:01.815Z,15,5,2,0,2019
